"","date","region","new_cases","new_pred_cases","region_cases","pred_region_cases","pred_region_cases_low","pred_region_cases_high"
"3935","2020-03-25","Americas",16605.2857142857,1892928.1479456,77553,25484465.2864153,14769322.9254453,44311847.521091
"3936","2020-03-25","Asia",5208.85714285714,2248023.11253229,136210,89446714.4709297,47121966.6336831,201557285.297754
"3937","2020-03-25","Africa",397.047619047619,1157044.61709183,2773,12453020.8584246,1123244.14067993,75667707.4217824
"3943","2020-03-25","Oceania",297.952380952381,70066.1713940186,2575,1050050.08213648,640516.726336035,1910471.1129378
"4100","2020-03-26","Europe",27542.4285714286,1190382.45349284,291898,31930295.9340816,23122366.9527506,43166841.7608427
"4101","2020-03-26","Americas",18172.5238095238,1901342.56889655,97391,27706236.6408423,16311354.380993,46901998.2545622
"4102","2020-03-26","Asia",5587.85714285714,2379528.72062865,141731,91774758.3861707,48002800.945986,205963125.789724
"4103","2020-03-26","Africa",427.857142857143,1199353.59217503,3326,13774952.812683,1354044.06135287,78200042.4154966
"4109","2020-03-26","Oceania",306.380952380952,69277.6658152552,3099,1133101.38601522,701912.267986727,2028241.44092575
"4266","2020-03-27","Americas",19662.1428571429,1898300.55596499,118101,29926868.4933745,17888322.6355014,49390681.7498297
"4267","2020-03-27","Asia",5985.19047619048,2510737.76751572,148765,94273322.1870116,48946068.7282807,210335901.029239
"4268","2020-03-27","Africa",457.095238095238,1237915.85827671,3885,15126947.0352228,1613280.88925371,80399485.1427701
"4269","2020-03-27","Europe",28380.5714285714,1159989.34823319,327808,33094320.1663051,24104280.625085,44403059.1841186
"4274","2020-03-27","Oceania",311.142857142857,67968.4540568216,3517,1214613.77550637,763519.226459739,2142373.64191071
"4433","2020-03-28","Americas",21261.5238095238,1884160.92030327,140746,32121161.8590319,19483498.2211246,51754706.6521101
"4434","2020-03-28","Asia",6345.33333333333,2640462.73870465,156063,96938501.8364072,49948105.3711092,214649664.144422
"4435","2020-03-28","Africa",483.238095238095,1272540.08318308,4225,16513955.4722686,1901639.35619351,82560687.7071748
"4436","2020-03-28","Europe",29311,1127493.44455707,364450,34209926.1809396,25052889.800544,45573103.0330298
"4441","2020-03-28","Oceania",314.666666666667,66196.8923661538,4097,1293204.73018645,824173.677304188,2251505.00641836
"4600","2020-03-29","Americas",22971.4285714286,1860129.34199255,162095,34269099.5099046,21081876.9180914,53978271.2192044
"4601","2020-03-29","Asia",6708.90476190476,2768707.69550076,163418,99772972.9333156,51006060.2802096,218869745.746651
"4602","2020-03-29","Africa",515.952380952381,1303015.13438004,4786,17929574.6824044,2219317.7754338,84640789.3004642
"4603","2020-03-29","Europe",30266.4761904762,1092954.66954552,394276,35273171.4944197,25963545.2792022,46673792.51203
"4608","2020-03-29","Oceania",316.619047619048,64056.6524356442,4504,1368486.87838868,883523.533189892,2355248.02433576
"4767","2020-03-30","Americas",24697.1904761905,1827208.10622123,185974,36352094.1435837,22671604.5868815,56034735.3263133
"4768","2020-03-30","Asia",7100.2380952381,2894834.15898216,170606,102779148.410241,52120191.9601153,223020229.550476
"4769","2020-03-30","Africa",546.095238095238,1329407.50860335,5196,19367316.9208343,2565526.41416506,86616428.8141607
"4770","2020-03-30","Europe",30950.0952380952,1057302.41848868,426802,36295803.8417409,26843384.5172872,47720127.5309304
"4775","2020-03-30","Oceania",316.857142857143,61555.1173203079,4956,1439612.70206435,940910.190269243,2452322.28199738
"4935","2020-03-31","Americas",26330.2857142857,1786098.36763271,215879,38350749.9924474,24243458.5015663,57894213.2859213
"4936","2020-03-31","Asia",7513,3018737.49603322,179518,105957400.491143,53286610.9366319,227200484.413372
"4937","2020-03-31","Africa",568.761904761905,1351828.78164864,5781,20808065.3249552,2939482.79155907,88229238.3328197
"4938","2020-03-31","Europe",31599.5238095238,1021000.38210111,463472,37280449.4775419,27693958.6042611,48714288.5930582
"4943","2020-03-31","Oceania",318.285714285714,58742.4266049704,5212,1505902.7781897,995721.097189176,2521625.04691649
"5105","2020-04-01","Americas",27670,1737336.66994692,245147,40254355.2533567,25787790.9578,59596602.8384564
"5106","2020-04-01","Asia",7964.19047619048,3138618.64251189,188226,109290585.423361,54498393.1684793,231306397.180941
"5107","2020-04-01","Africa",593.095238095238,1368226.94629005,6380,22252673.5092914,3340499.90646765,89633914.1450074
"5108","2020-04-01","Europe",31940.8095238095,984380.462001428,500475,38228182.2456529,28515847.4132,49656459.2471153
"5113","2020-04-01","Oceania",309.904761904762,55660.2708410759,5576,1566797.0796667,1047331.48048959,2585297.37294382
"5275","2020-04-02","Europe",33434.4285714286,947897.908007569,536470,39141552.1703227,29312076.0329114,50551427.5782216
"5276","2020-04-02","Americas",28771.1904761905,1681801.9390365,280048,42052074.1388175,27298031.2762645,61149603.7634712
"5277","2020-04-02","Asia",8359.85714285714,3251353.8505179,197408,112744579.615465,55752216.5688487,235312475.399354
"5278","2020-04-02","Africa",621.619047619048,1381038.46301941,7032,23695649.6085708,3767121.3009391,90850012.965991
"5284","2020-04-02","Oceania",286.142857142857,52353.7496719975,5921,1621833.57724261,1095294.36998354,2643206.12994557
"5446","2020-04-03","Americas",29686.4761904762,1619982.18748509,315638,43731740.1726286,28763275.4599806,62559778.7057578
"5447","2020-04-03","Asia",8763.52380952381,3355985.60857631,206102,116312462.164628,57047783.8383953,239227794.584321
"5448","2020-04-03","Africa",640.809523809524,1389257.97692708,7913,25140162.536914,4221442.45263513,92025281.2190092
"5449","2020-04-03","Europe",33373.1428571429,911919.401189725,573995,40023244.8649101,30084232.9850476,51402779.7283829
"5454","2020-04-03","Oceania",282.380952380952,48874.6923205797,6206,1670884.32411457,1139145.26759091,2695208.48901102
"5617","2020-04-04","Americas",30646.0952380952,1552876.29703498,352240,45293428.7624903,30172197.6748959,63834435.7251679
"5618","2020-04-04","Asia",9136.19047619048,3451631.86797355,215080,119988397.588865,58398569.0114932,243044289.115176
"5619","2020-04-04","Africa",666.095238095238,1394016.2427268,8592,26582544.1136662,4702452.46529006,93150642.4678134
"5620","2020-04-04","Europe",33396.3333333333,876638.621025265,607739,40875817.3973716,30835172.79963,52214504.9162477
"5625","2020-04-04","Oceania",266.428571428571,45290.8081828559,6513,1714229.71711212,1178594.60128076,2741545.99313168
"5788","2020-04-05","Americas",31737.2380952381,1481738.78993353,385459,46744861.9504306,31517267.7788952,64988878.5621939
"5789","2020-04-05","Asia",9427.95238095238,3536695.82941855,225002,123752046.19981,59811798.7879176,246773787.71638
"5790","2020-04-05","Africa",686.619047619048,1396233.27892795,9298,28015951.3232581,5208585.60694944,94160016.6285007
"5791","2020-04-05","Europe",33441.9047619048,842300.533113868,635096,41700272.8590058,31567786.6567712,52990212.7859006
"5796","2020-04-05","Oceania",250.904761904762,41645.7393808571,6739,1751991.81903967,1213353.17437962,2782339.45662579
"5960","2020-04-06","Europe",33826.6666666667,809072.095425626,663638,42496009.0167526,32282829.0804097,53732099.9698392
"5961","2020-04-06","Americas",32653.1428571429,1407589.02588604,418553,48088552.3145213,32799785.2829669,66033834.6047297
"5962","2020-04-06","Asia",9753.14285714286,3610334.17102456,235010,127592593.667898,61292603.0965119,250422511.364386
"5963","2020-04-06","Africa",715.904761904762,1396053.95735316,9999,29441929.7796233,5739381.21719961,95137583.1898905
"5969","2020-04-06","Oceania",228,37980.6031658829,6919,1784365.02516706,1243242.65579318,2817844.0585505
"6133","2020-04-07","Americas",33633.2380952381,1331734.88963923,454145,49327944.9870363,34021491.9195147,66979961.812055
"6134","2020-04-07","Asia",10022.619047619,3671615.24298342,244566,131494882.554086,62843937.0395348,253906672.024628
"6135","2020-04-07","Africa",756.285714285714,1394361.22817633,10632,30860638.8440776,6292309.41985257,96087246.9921494
"6136","2020-04-07","Europe",33644.1428571429,777031.598281724,694622,43263684.6228521,32981279.3347953,54443933.0745184
"6141","2020-04-07","Oceania",211.333333333333,34344.9263332976,7072,1811996.34703267,1268776.19653521,2848658.08223082
"6306","2020-04-08","Americas",34298.1428571429,1255614.31043821,492941,50475509.8427815,35186958.3967766,67842146.3855313
"6307","2020-04-08","Asia",10252.1428571429,3720275.68990144,254319,135459141.843228,64472393.1994268,257305189.370016
"6308","2020-04-08","Africa",802.285714285714,1390843.30421982,11436,32270582.0121355,6864733.39745709,97013714.822437
"6309","2020-04-08","Europe",33020.2380952381,746088.731939025,728654,44002399.4447975,33663245.3588212,55128371.0956211
"6314","2020-04-08","Oceania",186.52380952381,30809.9432152389,7237,1835856.42351088,1290775.14459235,2875722.75187142
"6479","2020-04-09","Europe",33209.7142857143,716541.021562407,762310,44713038.6453803,34328157.9726787,55787136.982891
"6481","2020-04-09","Americas",34857.6666666667,1180351.43139751,534188,51541951.2849692,36301748.8471137,68631266.9268858
"6482","2020-04-09","Asia",10483.7619047619,3755461.22715484,264799,139474424.787976,66183211.198744,260626247.319519
"6483","2020-04-09","Africa",833.142857142857,1385740.12341514,12249,33672225.6605628,7453682.8330908,97921709.5093206
"6489","2020-04-09","Oceania",169.571428571429,27402.5422361209,7364,1856011.07096406,1309321.79533155,2899101.22474285
"6652","2020-04-10","Americas",35374.2380952381,1106995.68969953,575471,52535012.5134138,37368687.7336175,69356352.2844201
"6653","2020-04-10","Asia",10803.9047619048,3777417.55378912,276025,143536915.214985,67978224.3655393,263863728.954171
"6654","2020-04-10","Africa",869.428571428571,1379371.22659949,12913,35065927.6964949,8055753.09456269,98812787.0082372
"6655","2020-04-10","Europe",32780.0952380952,687881.291902791,796300,45395800.8410087,34975538.3756145,56421248.2592855
"6660","2020-04-10","Oceania",149.142857142857,24168.7137230588,7516,1872977.40722947,1324846.00522343,2919289.17352254
"6826","2020-04-11","Americas",35516.7619047619,1036560.47289871,610620,53459740.1803769,38389139.4330814,70023630.0412748
"6827","2020-04-11","Asia",11028.7619047619,3784944.13254063,288040,147624926.468841,69858435.2838943,267018511.503838
"6828","2020-04-11","Africa",891.809523809524,1372561.29031209,13627,36428575.5428631,8669394.52057305,99581030.1691151
"6829","2020-04-11","Europe",32338.7142857143,659989.29591733,825034,46051309.0879706,35604905.994235,57033364.6222282
"6834","2020-04-11","Oceania",138.238095238095,21148.5603304192,7633,1887187.25153233,1337762.51289877,2936722.80792695
"7000","2020-04-12","Americas",35910.3333333333,969642.117784162,644011,54324900.4563363,39366729.5724872,70642775.8586449
"7001","2020-04-12","Asia",11210.619047619,3779302.65052369,299534,151701859.76841,71827391.2388408,270078690.588966
"7002","2020-04-12","Africa",930.047619047619,1365355.56405361,14491,37783956.087786,9292380.22322598,100338199.577497
"7003","2020-04-12","Europe",31896.0476190476,632826.013261913,876041,46680253.2496559,36215684.5880984,57625789.2983312
"7008","2020-04-12","Oceania",121.571428571429,18369.2562068631,7663,1899086.19029684,1348550.92826918,2951522.84858788
"7174","2020-04-13","Americas",36381,906818.784848968,675518,55134425.1930319,40300034.9709569,71220007.7618311
"7175","2020-04-13","Asia",11385.6666666667,3763325.36585173,311113,155754629.710148,73888787.0213907,273049919.887287
"7176","2020-04-13","Africa",968.047619047619,1357995.09518356,15275,39120937.792689,9924467.65777816,100993379.761458
"7177","2020-04-13","Europe",31481.4761904762,606270.772737917,901565,47282765.1673548,36806694.2787644,58199359.3705367
"7182","2020-04-13","Oceania",105.857142857143,15855.7562889393,7718,1909040.78826545,1357533.45002303,2964084.64326678
"7348","2020-04-14","Americas",37411.4285714286,848817.910665643,707606,55891522.3160795,41188508.5367944,71759703.5455275
"7349","2020-04-14","Asia",11593.5238095238,3737294.31267836,322663,159767075.336868,76044525.3689823,275931693.5208
"7350","2020-04-14","Africa",1007.38095238095,1350163.05043848,16238,40449476.2993661,10563841.7131867,101640353.736335
"7351","2020-04-14","Europe",30880.2857142857,580229.171720737,926557,47857167.9689417,37376439.5148687,58753086.9869503
"7356","2020-04-14","Oceania",93.2380952380952,13615.3740775362,7799,1917473.316131,1365075.52187395,2974870.36897312
"7522","2020-04-15","Americas",37890.3333333333,795817.935832527,744035,56600979.8750194,42033408.5374368,72265819.3967008
"7523","2020-04-15","Asia",11738.1904761905,3701607.42988969,334197,163717326.888719,78283036.8587683,278716834.178011
"7524","2020-04-15","Africa",1033.66666666667,1341890.11079927,17192,41773919.7159115,11210579.6719439,102282904.345706
"7525","2020-04-15","Europe",30310.0952380952,554612.942472238,958419,48403074.9094979,37922639.122416,59286001.1098723
"7530","2020-04-15","Oceania",79.8571428571429,11636.0905459497,7844,1924610.60913447,1371378.80239404,2984119.28640336
"7696","2020-04-16","Europe",29968.7619047619,529457.908764915,1002258,48920809.9380198,38442911.5256472,59797505.5474698
"7698","2020-04-16","Americas",38096.6666666667,747504.226618073,783107,57265606.1844492,42835277.4469548,72740655.8720816
"7699","2020-04-16","Asia",11816.9047619048,3657903.50763791,346547,167591775.977686,80601342.2083683,281410183.170331
"7700","2020-04-16","Africa",1073.09523809524,1333271.0443625,18360,43092085.9170993,11867209.7979041,102878772.141322
"7706","2020-04-16","Oceania",70.0476190476191,9913.7406844283,7887,1930694.05249876,1376648.41321727,2992108.63340216
"7870","2020-04-17","Americas",38060.2857142857,703838.798034096,824399,57893301.1757982,43601651.7410309,73189854.6665064
"7871","2020-04-17","Asia",11867.6666666667,3606952.42602571,359240,171377242.289663,82996643.9134047,284011480.72245
"7872","2020-04-17","Africa",1103.2380952381,1324343.34486167,19767,44408532.8269258,12535590.3300957,103473110.713659
"7873","2020-04-17","Europe",29673.1428571429,504861.942305176,1034335,49411983.7302213,38935954.6638204,60288386.4118287
"7878","2020-04-17","Oceania",61.9047619047619,8440.5269004018,7955,1935857.22850562,1380991.81000438,2998997.77404666
"8044","2020-04-18","Americas",38168.1428571429,664647.126721696,861007,58489062.3782343,44336713.3183612,73616455.3655394
"8045","2020-04-18","Asia",11981,3549715.0748003,371358,175064291.324338,85469876.8982028,286535531.421212
"8046","2020-04-18","Africa",1150.57142857143,1314789.40700128,21073,45721664.8608849,13216144.773017,104067279.872724
"8047","2020-04-18","Europe",29270.619047619,480823.169783688,1057875,49877789.5516591,39401034.9271822,60759200.9827149
"8052","2020-04-18","Oceania",55.8095238095238,7182.37522153948,8014,1940213.53770646,1384580.79256902,3004984.64499704
"8218","2020-04-19","Americas",38302.0476190476,629339.372504249,894106,59056479.5692522,45043171.6519023,74022677.6174834
"8219","2020-04-19","Asia",12134,3486283.43657462,383577,178637658.703567,88020594.2482259,288987891.891671
"8220","2020-04-19","Africa",1208.2380952381,1304651.10548392,22282,47030117.2741223,13911046.350274,104661858.634266
"8221","2020-04-19","Europe",28641.380952381,457407.62124807,1091680,50320532.9472302,39838376.0188094,61211126.2132828
"8226","2020-04-19","Oceania",48.4285714285714,6094.29464389074,8065,1943940.26534722,1387571.4862593,3010250.73264103
"8392","2020-04-20","Europe",28073.0952380952,434612.927545245,1115184,50741310.9716995,40249996.6947132,61644342.6540643
"8393","2020-04-20","Americas",38515.4285714286,597378.420725743,928833,59599003.6272738,45722554.0118435,74410822.876511
"8394","2020-04-20","Asia",12258.7619047619,3417420.82393918,397488,182104917.039813,90651318.1294342,291400264.786394
"8395","2020-04-20","Africa",1265.38095238095,1293899.49434374,23454,48334112.6794236,14622364.026945,105260512.048961
"8401","2020-04-20","Oceania",43.1904761904762,5174.26588499218,8088,1947155.69024858,1390073.01675611,3014933.82903677
"8566","2020-04-21","Americas",38921.8095238095,568394.27618167,961731,60118519.9233202,46375777.8288588,74781598.1213513
"8567","2020-04-21","Asia",12352.4285714286,3343519.31447788,411122,185441227.274496,93355732.2810785,293642897.471775
"8568","2020-04-21","Africa",1317.09523809524,1282621.02893155,24509,49631852.4215091,15353302.5207593,105859794.696067
"8569","2020-04-21","Europe",27515.9523809524,412457.399051826,1142585,51140224.6918058,40636988.7400981,62058332.8803019
"8574","2020-04-21","Oceania",36.8095238095238,4398.55455291625,8115,1950022.5451285,1392195.29877939,3019197.20541228
"8740","2020-04-22","Europe",27172.8571428571,390953.323636421,1170292,51517528.524153,41000110.5052494,62452837.7456292
"8741","2020-04-22","Americas",39364.1428571429,542187.981582048,999264,60616839.7268241,47003787.6970046,75136115.7636309
"8742","2020-04-22","Asia",12354.8571428571,3265734.93458323,423649,188655941.084359,96134530.9364517,295823988.151345
"8743","2020-04-22","Africa",1387.95238095238,1271968.05459248,25911,50925140.3544172,16107929.0017413,106461376.369233
"8749","2020-04-22","Oceania",32.3333333333333,3749.308291778,8129,1952551.46001082,1394004.59094763,3022843.07707164
"8914","2020-04-23","Europe",25731.1428571429,370104.04685607,1197581,51873238.397819,41339987.0409854,62827294.1515269
"8915","2020-04-23","Americas",39779.1428571429,518336.040251356,1044049,61095268.6206459,47606693.4755497,75475481.8193218
"8916","2020-04-23","Asia",12411.3333333333,3186071.82021869,436507,191774412.298351,98984932.1621443,297958899.718452
"8917","2020-04-23","Africa",1419.90476190476,1260790.13023917,27361,52213546.6074256,16891251.1992341,107066555.244798
"8923","2020-04-23","Oceania",32,3208.04075488729,8144,1954804.45931033,1395559.26825513,3026069.96364141
"9088","2020-04-24","Americas",40091.7142857143,496760.765082469,1101278,61556916.2966071,48187232.9561948,75802359.6502115
"9089","2020-04-24","Asia",12537.8095238095,3105331.81179611,449566,194795642.730874,101900064.118149,300048187.003677
"9090","2020-04-24","Africa",1509.14285714286,1249551.57255062,29068,53493586.596122,17702437.5365873,107674040.019009
"9091","2020-04-24","Europe",25499.8571428571,349963.073122558,1222481,52208057.4710456,41657895.339994,63181883.0408977
"9096","2020-04-24","Oceania",30.5714285714286,2757.05464807633,8164,1956807.17974283,1396904.12865649,3028894.56720314
"9262","2020-04-25","Americas",40481.0476190476,477336.480523902,1147937,62005605.4149734,48749786.6138368,76119724.4040024
"9263","2020-04-25","Asia",12712.0952380952,3024629.87777665,461582,197722153.616549,104861519.107005,302093893.052242
"9264","2020-04-25","Africa",1560.33333333333,1237781.12741371,30299,54762236.440451,18540827.5583031,108282950.439474
"9265","2020-04-25","Europe",25381.4761904762,330671.168428731,1244251,52522689.1892886,41954894.0203714,63516935.0169613
"9270","2020-04-25","Oceania",28.0952380952381,2376.03056422094,8190,1958587.61857707,1398076.85227981,3031325.97363395
"9436","2020-04-26","Americas",40918.0476190476,459843.524658961,1185489,62442450.7094101,49296005.8696573,76428484.6220827
"9437","2020-04-26","Asia",12895.1428571429,2945297.54764615,473157,200568019.860206,107857216.788851,304103321.606831
"9438","2020-04-26","Africa",1636.14285714286,1225259.74428358,31833,56014643.2548707,19405693.1124957,108892109.341594
"9439","2020-04-26","Europe",25123,312301.474173052,1264440,52818888.943069,42232927.5198896,63833874.7931829
"9444","2020-04-26","Oceania",26.9047619047619,2054.02592724058,8210,1960180.37341266,1399112.28125208,3033393.96562134
"9610","2020-04-27","Americas",41317,444158.705996666,1217819,62869167.0732373,49827809.1673551,76730056.5794712
"9611","2020-04-27","Asia",13053.7619047619,2868017.90620898,484231,203338594.614438,110869487.979273,306078704.519065
"9612","2020-04-27","Africa",1699.09523809524,1212176.0116943,33167,57253140.0217184,20294636.8453823,109502038.594076
"9613","2020-04-27","Europe",24222.7142857143,294844.101682928,1286774,53098109.8051613,42493825.1631046,64133745.4568466
"9618","2020-04-27","Oceania",25.8095238095238,1779.43801976057,8219,1961616.0900755,1400050.11951325,3035117.03256975
"9784","2020-04-28","Americas",41647.380952381,429911.267347338,1255676,63285534.6481919,50344930.5174906,77024612.320725
"9785","2020-04-28","Asia",13250.7142857143,2793640.65286299,496167,206038899.124892,113885587.516952,308023746.554808
"9786","2020-04-28","Africa",1813.28571428571,1198183.40274767,34794,58471216.3911044,21204862.6988919,110109679.470119
"9787","2020-04-28","Europe",23845.0476190476,278239.496097962,1309305,53360971.1883095,42738578.5765128,64416744.4167956
"9792","2020-04-28","Oceania",22.9047619047619,1545.98923227136,8244,1962826.226685,1400914.35253597,3036479.22826864
"9958","2020-04-29","Americas",42119.380952381,416897.927682877,1297284,63691636.6653707,50847276.7360636,77312706.8273696
"9959","2020-04-29","Asia",13407.3333333333,2722637.38264029,509133,208671094.011295,116888745.485789,309939960.569714
"9960","2020-04-29","Africa",1880.66666666667,1183681.23659729,36809,59668255.2272977,22136751.7855845,110714601.013344
"9961","2020-04-29","Europe",23704.0952380952,262433.154766641,1330123,53607959.491007,42968091.1736968,64682957.9519661
"9966","2020-04-29","Oceania",21.1904761904762,1352.20022340244,8254,1963836.61103259,1401728.24266228,3037522.02291552
"10132","2020-04-30","Europe",23036.3333333333,247330.700608573,1351845,53839910.1238305,43183378.9731894,64933137.9081017
"10134","2020-04-30","Americas",42213.5714285714,404962.128831041,1343012,64086898.1202099,51333859.9906708,77594084.3425934
"10135","2020-04-30","Asia",13680.8571428571,2655700.01280871,522233,211240262.090699,119861314.875843,311830003.951979
"10136","2020-04-30","Africa",1952.90476190476,1168770.01236009,38822,60844115.0417812,23087992.8768843,111315709.239389
"10142","2020-04-30","Oceania",19.3333333333333,1189.31684527777,8271,1964670.6545489,1402507.37942444,3038277.84466292
"10308","2020-05-01","Americas",42121.9523809524,394013.462046449,1392829,64471292.3132289,51804235.2863511,77868192.4367018
"10309","2020-05-01","Asia",13807.1904761905,2591562.31153939,535426,213750820.819021,122792226.655712,313696445.720031
"10310","2020-05-01","Africa",2041.52380952381,1153397.62702616,40572,62000969.3040575,24058734.8160404,111913925.196234
"10311","2020-05-01","Europe",23056.8095238095,232890.744697547,1374135,54057406.221097,43385255.5862513,65167880.9035474
"10316","2020-05-01","Oceania",19.2857142857143,1051.43094865627,8289,1965347.05284071,1403259.91288355,3038746.69351083
"10484","2020-05-02","Americas",42485.3333333333,384000.823757801,1437267,64845687.7935999,52259335.4541817,78135596.2255565
"10485","2020-05-02","Asia",13968.380952381,2532140.35127542,547492,216205360.095089,125671516.904881,315541075.956384
"10486","2020-05-02","Africa",2140.52380952381,1137684.54410182,42774,63139904.6893052,25046932.0957847,112509603.943726
"10487","2020-05-02","Europe",22800.4761904762,219118.82047531,1395664,54261328.8843354,43574720.8261754,65387902.0014444
"10492","2020-05-02","Oceania",18.4761904761905,930.824609373652,8312,1965922.72565966,1403993.74093707,3038928.56945927
"10660","2020-05-03","Americas",42831.1428571429,374862.997188009,1479373,65209957.3016148,52699658.2021595,78397144.2532244
"10661","2020-05-03","Asia",14191.7142857143,2476976.31038025,560172,218609367.993003,128491318.691458,317366898.148322
"10662","2020-05-03","Africa",2213.28571428571,1121507.94233677,44309,64260548.8228086,26049531.7800363,113109201.589163
"10663","2020-05-03","Europe",22429.5714285714,206011.183621269,1416395,54452438.2336334,43752719.8392265,65593902.4967613
"10668","2020-05-03","Oceania",18.2380952380952,827.296319562842,8335,1966455.04614948,1404721.35744633,3039079.09196933
"10836","2020-05-04","Americas",43225.6666666667,366524.847832409,1517444,65566401.2597638,53127094.8132062,78654568.7557948
"10838","2020-05-04","Asia",14561.6666666667,2424790.29720261,574407,220966597.757866,131245757.352826,319175909.55518
"10839","2020-05-04","Africa",2285.2380952381,1104763.74023732,46967,65361520.8162521,27062724.2908826,113704058.142924
"10840","2020-05-04","Europe",22082.0476190476,193575.718064074,1437062,54631989.7029285,43920388.7163164,65787256.8792663
"10845","2020-05-04","Oceania",19,737.972295061075,8360,1966938.93587505,1405456.70984633,3039198.26104099
"11012","2020-05-05","Americas",43100.0476190476,358813.243948855,1557708,65915588.4070814,53542396.7890196,78908179.423108
"11013","2020-05-05","Asia",14771.3333333333,2375670.51285965,589617,223284302.770178,133930300.437929,320972412.87077
"11014","2020-05-05","Africa",2343.2380952381,1087753.66349252,49005,66442879.975054,28085614.5440254,114293987.248663
"11015","2020-05-05","Europe",21867.4761904762,181784.78058378,1459568,54801262.505945,44078754.2978857,65969417.6340631
"11020","2020-05-05","Oceania",18.8095238095238,661.920306052957,8389,1967369.95797964,1406212.50980277,3039286.07667428
"11188","2020-05-06","Americas",43464.2380952381,351540.64231903,1603314,66257693.8928576,53945622.2384799,79158139.0538185
"11189","2020-05-06","Asia",15149.1428571429,2329385.21628459,604995,225568575.389288,136553779.618615,322760036.332937
"11190","2020-05-06","Africa",2443.09523809524,1070697.12867716,51551,67504374.3458666,29116729.3855334,114878800.031329
"11191","2020-05-06","Europe",21650.380952381,170603.952591141,1486002,54961405.8671319,44228840.3128635,66141718.9013821
"11196","2020-05-06","Oceania",18.047619047619,597.821217357702,8409,1967745.15360653,1407000.63170921,3039342.53886918
"11364","2020-05-07","Europe",21464.8095238095,159959.704710465,1510935,55112536.0733612,44370885.0423822,66304132.3278165
"11365","2020-05-07","Americas",43489.1428571429,344666.640588854,1650764,66592939.0103791,54336882.7026086,79405293.1196276
"11366","2020-05-07","Asia",15588.5714285714,2285103.20580476,620676,227820152.008075,139117824.673818,324538835.705496
"11367","2020-05-07","Africa",2512.33333333333,1053875.23407535,54041,68547782.1626797,30152448.5124252,115458458.460535
"11373","2020-05-07","Oceania",17.5714285714286,544.550270504174,8429,1968062.25091373,1407821.45867494,3039370.76996663
"11540","2020-05-08","Americas",44191.8571428571,338154.003400576,1698994,66921437.7900923,54716395.516686,79651616.9006838
"11541","2020-05-08","Asia",16052.380952381,2242611.34768898,637505,230043695.999786,141628662.004348,326312278.489512
"11542","2020-05-08","Africa",2623.47619047619,1037178.26920421,57846,69570384.2846269,31187477.4796539,116031205.088282
"11543","2020-05-08","Europe",21195.4761904762,149796.022536508,1535081,55255013.1482785,44505301.9556206,66456780.0086125
"11548","2020-05-08","Oceania",17.8095238095238,500.713375761118,8436,1968323.00238332,1408676.76284821,3039370.76996663
"11716","2020-05-09","Asia",16528.9523809524,2201711.47237864,652912,232239676.359784,144087478.38134,328080992.105316
"11717","2020-05-09","Americas",44869.5238095238,331995.160063834,1745514,67243918.8595747,55084967.790353,79898251.9070581
"11719","2020-05-09","Africa",2705.90476190476,1020996.37996171,60567,70578970.829428,32220550.3513518,116599600.982148
"11720","2020-05-09","Europe",21040.6666666667,140117.396702588,1555661,55388885.8017585,44632347.7193959,66599458.6600443
"11725","2020-05-09","Oceania",17,469.725330144522,8459,1968609.74239791,1409563.83665625,3039370.76996663
"11892","2020-05-10","Africa",2784,1005274.05018955,63293,71574287.5336842,33249965.1609353,117162799.044108
"11893","2020-05-10","Americas",45671.1904761905,326156.145705924,1780591,67560684.2747041,55443375.0229044,80145067.5468186
"11894","2020-05-10","Asia",16986.619047619,2162351.37884193,670875,234407358.97255,146494418.535684,329843975.616299
"11896","2020-05-10","Europe",20915.9523809524,130936.32763844,1575443,55514477.6600102,44752345.4354809,66732459.9307947
"11901","2020-05-10","Oceania",16.952380952381,450.472213561846,8471,1968915.91909805,1410458.77958191,3039370.76996663
"12068","2020-05-11","Americas",46340.380952381,320661.544248087,1813394,67873286.3302492,55793656.0393965,80392684.4456173
"12069","2020-05-11","Asia",17514.7142857143,2124496.89203511,687439,236527725.58214,148844668.485967,331564912.12474
"12070","2020-05-11","Africa",2916.28571428571,990031.21131079,66326,72555462.8469729,34273906.3936684,117717533.41489
"12071","2020-05-11","Europe",20713.5714285714,122238.211159209,1599377,55632016.610348,44865618.5106854,66855962.7684291
"12076","2020-05-11","Oceania",16.8571428571429,441.719704122748,8493,1969235.74017037,1411348.48601701,3039370.76996663
"12244","2020-05-12","Americas",46821.5238095238,315470.187861998,1853923,68182537.222234,56136569.7688149,80641329.254635
"12245","2020-05-12","Asia",18038.0476190476,2088103.25297778,704458,238616174.65128,151143475.784436,333277763.460121
"12246","2020-05-12","Africa",3028.19047619048,975177.970447862,69460,73523227.8476473,35290351.2293088,118267331.304949
"12247","2020-05-12","Europe",20529.380952381,114022.164109614,1621395,55741719.9217874,44972403.1777389,66970223.3604614
"12252","2020-05-12","Oceania",16.1904761904762,442.695770509075,8503,1969569.86192535,1412229.69601553,3039370.76996663
"12420","2020-05-13","Americas",47587.3333333333,310550.253653323,1898718,68488962.6677723,56472206.4450237,80891603.7280603
