"","date","region","new_cases","new_pred_cases","region_cases","pred_region_cases","pred_region_cases_low","pred_region_cases_high"
"12421","2020-05-13","Asia",18625.0476190476,2053120.15303326,721675,240672443.602344,153391580.764225,334981573.926456
"12422","2020-05-13","Africa",3106.61904761905,960618.915804425,72390,74476807.1434895,36297837.3774696,118811585.31342
"12423","2020-05-13","Europe",20283.8095238095,106269.459899356,1641313,55843763.3801997,45072929.4707661,67075440.2519405
"12428","2020-05-13","Oceania",15.8095238095238,448.458797254766,8512,1969924.68272164,1413099.70130677,3039370.76996663
"12597","2020-05-14","Europe",19992.5238095238,98970.5503097191,1661304,55938328.4771645,45167399.7762951,67172210.0604447
"12598","2020-05-14","Americas",48083.7619047619,305888.915009592,1951788,68792290.4251265,56800182.2938533,81143365.2196618
"12599","2020-05-14","Asia",19158.7142857143,2019243.6009961,742302,242695008.539606,155589187.228406,336674553.754517
"12600","2020-05-14","Africa",3224.19047619048,946371.203482298,75351,75413585.1524094,37292578.5624611,119348460.598985
"12606","2020-05-14","Oceania",14.7142857142857,455.989073389487,8543,1970301.87750662,1413959.72585996,3039370.76996663
"12774","2020-05-15","Americas",48497.4761904762,301331.103866016,2006379,69091994.4195331,57120122.7865367,81396953.8333462
"12775","2020-05-15","Asia",19518.8095238095,1986250.94372097,759764,244684723.500926,157738374.538254,338356570.756769
"12776","2020-05-15","Africa",3290.7619047619,932565.666051219,78276,76336413.5294648,38275735.6595899,119878862.35756
"12777","2020-05-15","Europe",19700.7619047619,92082.1905844978,1681698,56025537.863305,45255986.659958,67260750.8137972
"12782","2020-05-15","Oceania",14.0952380952381,465.568021708678,8559,1970707.50616994,1414802.48115907,3039370.76996663
"12951","2020-05-16","Americas",49109.2380952381,296820.423983649,2060686,69387958.903673,57432150.0688685,81652415.1451839
"12952","2020-05-16","Asia",19753.7142857143,1953698.99180583,779714,246639243.158525,159838372.318244,340025849.261516
"12953","2020-05-16","Africa",3361.04761904762,919170.442876785,81604,77246876.1426713,39247415.8115727,120403367.155148
"12954","2020-05-16","Europe",19372.3333333333,85563.5785457808,1698909,56105372.1937026,45338812.8860642,67340932.6686675
"12959","2020-05-16","Oceania",13.3333333333333,477.665993282139,8569,1971141.86414158,1415624.07711566,3039370.76996663
"13128","2020-05-17","Americas",49715.9047619048,292340.536983038,2098761,69680450.161776,57736701.4873159,81909944.6708118
"13129","2020-05-17","Asia",20159.5238095238,1921296.74246122,800517,248555187.182106,161887596.302535,341679334.188803
"13130","2020-05-17","Africa",3490.57142857143,906202.858389707,84592,78146023.1704529,40208233.2799301,120921911.684867
"13131","2020-05-17","Europe",18825.6666666667,79381.6224681011,1715201,56178042.7419887,45416077.158211,67412924.2790442
"13136","2020-05-17","Oceania",12.9047619047619,492.463929063408,8579,1971615.92909325,1416424.29185583,3039370.76996663
"13305","2020-05-18","Americas",50711.0476190476,287888.063150962,2145848,69970401.1446494,58034977.2036897,82170238.2738181
"13306","2020-05-18","Asia",20643.1904761905,1888967.26075804,821331,250433432.915907,163888693.434059,343317736.310748
"13307","2020-05-18","Africa",3596.71428571429,893559.72806831,88260,79033883.6750068,41160040.243795,121434021.403167
"13308","2020-05-18","Europe",18602.0476190476,73549.6329407241,1731879,56243826.278428,45487973.5003449,67477013.7985731
"13313","2020-05-18","Oceania",12.6666666666667,509.926773884833,8593,1972131.07096648,1417206.61373422,3039370.76996663
"13482","2020-05-19","Americas",51738.0476190476,283413.769401762,2197936,70257433.0095325,58326687.6488684,82432554.8063545
"13483","2020-05-19","Asia",21214.2380952381,1856422.08374534,843275,252274840.044843,165842380.061532,344940379.753145
"13484","2020-05-19","Africa",3696.90476190476,881400.839531908,91618,79912140.3703003,42106968.3828152,121940481.559288
"13485","2020-05-19","Europe",18238.1904761905,68067.5632945008,1751159,56303436.5190639,45554933.197599,67534144.9988119
"13490","2020-05-19","Oceania",13.2380952380952,530.181763017849,8601,1972690.45861803,1417974.08554115,3039370.76996663
"13659","2020-05-20","Americas",53664.8571428571,278882.293114196,2256379,70540915.7251952,58611246.8415063,82695957.8264963
"13660","2020-05-20","Asia",21797.0476190476,1823582.84271276,865852,254080472.966976,167751124.473049,346546688.529389
"13661","2020-05-20","Africa",3863.71428571429,869312.653230468,95273,80779010.2812783,43049765.3248918,122440924.151485
"13662","2020-05-20","Europe",18048.7619047619,62945.2781245105,1769358,56357622.3714143,45617446.5487255,67585287.0903325
"13667","2020-05-20","Oceania",12.5238095238095,549.526114480648,8610,1973296.52751739,1418724.78497378,3039370.76996663
"13836","2020-05-21","Europe",17800.6666666667,58173.4915918935,1786830,56406912.5581739,45675830.2760576,67631115.4614292
"13837","2020-05-21","Americas",54771.3333333333,274302.953730297,2316160,70820790.5494197,58888782.629476,82960356.1029634
"13838","2020-05-21","Asia",22332.2857142857,1790476.84300847,890042,255854696.823437,169621404.471621,348139011.1833
"13839","2020-05-21","Africa",3980.90476190476,857234.489865172,100064,81634770.4793078,43989341.3109916,122936652.796701
"13845","2020-05-21","Oceania",12.4285714285714,568.664013455655,8625,1973946.76833547,1419457.73673494,3039370.76996663
"14013","2020-05-22","Europe",17344.380952381,53757.601762255,1805252,56451871.6673989,45730496.7362333,67672323.2105969
"14014","2020-05-22","Americas",55451.380952381,269601.423260746,2376081,71096166.2583308,59158485.8564215,83225076.0353335
"14015","2020-05-22","Asia",22875.1904761905,1757673.08208241,914225,257600989.131554,171456459.4574,349719353.579592
"14016","2020-05-22","Africa",4107.66666666667,845251.831498675,104164,82479706.6834626,44926886.1348226,123428067.32128
"14022","2020-05-22","Oceania",12.2857142857143,588.439443155558,8629,1974643.6640214,1420175.3534311,3039370.76996663
"14190","2020-05-23","Americas",56921.5238095238,264754.261221832,2436601,71367243.1203196,59420760.1648135,83490623.9458121
"14191","2020-05-23","Asia",23520.4285714286,1724421.70579665,938618,259320883.308787,173258217.532943,351288097.468854
"14192","2020-05-23","Africa",4190.52380952381,833265.945390259,108013,83312901.9211981,45861600.1550105,123914710.441502
"14193","2020-05-23","Europe",16990.8095238095,49695.6398629191,1821624,56492987.5422219,45781871.8501325,67709514.860991
"14198","2020-05-23","Oceania",12.1904761904762,609.015580994221,8644,1975340.36040201,1420881.01988159,3039408.36353465
"14367","2020-05-24","Americas",57842.9523809524,259728.097656354,2489132,71633624.5168163,59675603.6126277,83756188.5877822
"14368","2020-05-24","Asia",24290.1904761905,1690721.87583046,962505,261013483.613921,175026491.777456,352843637.486764
"14369","2020-05-24","Africa",4295.71428571429,821269.753041429,112017,84134344.0959368,46793477.2279426,124390548.48326
"14370","2020-05-24","Europe",16753.7619047619,45987.2872956487,1836238,56530819.7901375,45830415.7300843,67743326.9846576
"14375","2020-05-24","Oceania",12.2857142857143,629.975819715099,8644,1976030.81669065,1421572.80548343,3039495.14275895
"14544","2020-05-25","Americas",58704.5714285714,254571.447249353,2535891,71894354.4409501,59922527.7726956,84020920.2679518
"14545","2020-05-25","Asia",24845,1656693.44187462,984302,262677867.576007,176760521.150106,354384561.298653
"14546","2020-05-25","Africa",4493.52380952381,809370.759865564,116073,84945399.8033277,47724830.8218406,124863856.531382
"14547","2020-05-25","Europe",16542,42635.944256895,1850778,56565715.705203,45876461.8783162,67774136.7134663
"14552","2020-05-25","Oceania",11.1428571428571,651.15999858404,8656,1976715.86433093,1422248.8125629,3039626.14693028
"14721","2020-05-26","Oceania",10.6190476190476,672.682390131389,8669,1977400.94383857,1422914.07737012,3039802.55611341
"14722","2020-05-26","Americas",59647,249335.655850252,2589002,72148817.3107381,60161301.1890352,84283723.0596702
"14723","2020-05-26","Asia",25579.2380952381,1622359.53627626,1004445,264311981.5981,178459403.670102,355908157.245029
"14724","2020-05-26","Africa",4693.85714285714,797335.298586491,119587,85745459.2754664,48652782.5603596,125334296.325335
"14725","2020-05-26","Europe",16352.5238095238,39644.1196350519,1866387,56598097.6554064,45920255.5558777,67802413.9864275
"14898","2020-05-27","Europe",16288.7142857143,37016.3042471948,1881341,56628419.9389621,45962092.9604642,67828699.8977048
"14899","2020-05-27","Americas",60795.8095238095,244014.261878766,2647348,72396845.1695014,60391839.7476276,84544347.9246264
"14900","2020-05-27","Asia",26274.1428571429,1587846.73406282,1028345,265915806.980974,180123127.694664,357412621.348063
"14901","2020-05-27","Africa",4852.47619047619,785103.012308742,124853,86534634.3720505,49576414.0079923,125801910.477257
"14907","2020-05-27","Oceania",10.4761904761905,694.542434374979,8680,1978086.89611686,1423567.71535417,3040021.89577224
"15075","2020-05-28","Europe",16211.8571428571,34739.7258755398,1901578,56657078.3651164,46002241.2578415,67853508.1009225
"15077","2020-05-28","Americas",61667.4761904762,238617.984205841,2715696,72638588.3365493,60614389.3154333,84802662.9766975
"15078","2020-05-28","Asia",26928.1428571429,1553398.28130351,1054183,267488464.483994,181750942.239317,358895988.414517
"15079","2020-05-28","Africa",5001.71428571429,772630.649946719,129572,87312536.4521142,50495011.4952644,126266814.25787
"15085","2020-05-28","Oceania",10.2857142857143,719.512189758032,8695,1978770.71316531,1424209.32757009,3040270.91068371
"15252","2020-05-29","Americas",61771.7619047619,233111.69603879,2785493,72873126.9475293,60828161.3851261,85056329.2199265
"15253","2020-05-29","Asia",27419.9047619048,1519016.92977983,1083004,269028559.758438,183341432.017732,360355411.439914
"15254","2020-05-29","Africa",5150,759906.518886615,135481,88079801.9147969,51409617.0930181,126729829.718527
"15255","2020-05-29","Europe",16127.7142857143,32805.1302655992,1918083,56684431.977463,46041030.7306393,67877329.1225992
"15260","2020-05-29","Oceania",9.71428571428571,747.6206611648,8714,1979456.8194067,1424842.60068506,3040556.84066769
"15429","2020-05-30","Americas",62564.2857142857,227577.69337186,2872476,73100447.0149729,61033472.8205774,85304914.5853235
"15430","2020-05-30","Asia",27989.7142857143,1484701.4363673,1110650,270534916.056752,184894098.156815,361788757.237171
"15431","2020-05-30","Africa",5298.61904761905,746849.85880929,141705,88834536.5472679,52319099.3351838,127190262.306892
"15432","2020-05-30","Europe",15928.1904761905,31179.7146955164,1934685,56710736.6423733,46078665.9193057,67900599.4248403
"15437","2020-05-30","Oceania",9.66666666666667,781.722217352684,8722,1980149.79080201,1425471.33545817,3040881.24675663
"15606","2020-05-31","Americas",63400.380952381,222095.947013202,2930789,73321046.3030403,61231084.6705369,85548683.3678991
"15607","2020-05-31","Asia",28650.1428571429,1450416.69483916,1139853,272007372.675728,186409101.710073,363194522.452666
"15608","2020-05-31","Africa",5434.85714285714,733587.1255678,146892,89576211.8208528,53221233.9222303,127647901.096211
"15609","2020-05-31","Europe",15789.380952381,29828.8877915389,1949257,56736120.98344,46115293.4072611,67923510.6152564
"15614","2020-05-31","Oceania",9.76190476190476,821.925181205462,8732,1980857.86338062,1426102.63579115,3041246.1067714
"15783","2020-06-01","Americas",64189.1428571429,216698.181118425,2977873,73534916.2187249,61421022.9565298,85787539.9160249
"15784","2020-06-01","Asia",29300.7142857143,1416046.65859673,1167818,273438860.305871,187884146.518725,364560099.15984
"15785","2020-06-01","Africa",5558.85714285714,720117.17022837,152587,90305751.3084451,54115297.2918945,128102706.771365
"15786","2020-06-01","Europe",15725.7619047619,28727.6531000003,1963609,56760926.2473554,46151100.6475286,67946505.6199487
"15791","2020-06-01","Oceania",9.23809523809524,871.275988197176,8751,1981592.96847663,1426744.32528574,3041658.62066231
"15960","2020-06-02","Americas",64724.9047619048,211448.337726151,3049275,73742376.7078925,61603561.0388259,86021595.160089
"15961","2020-06-02","Asia",29707.8571428571,1381758.28048929,1198387,274829030.473009,189319106.109,365884463.960205
"15962","2020-06-02","Africa",5746.66666666667,706409.237679606,157461,91021812.7008427,54998529.3450781,128553688.500188
"15963","2020-06-02","Europe",15648.4285714286,27846.9899464959,1978202,56785328.3589087,46186193.5037725,67969715.955172
"15968","2020-06-02","Oceania",9.28571428571429,930.497354225655,8759,1982359.18912623,1427401.27112166,3042124.35110777
"16137","2020-06-03","Americas",65315,206349.167993234,3113420,73943252.7185557,61778731.6856304,86250378.1656909
"16138","2020-06-03","Asia",30400.4761904762,1347525.37489575,1231769,276177602.994783,190713732.836704,367166416.390011
"16139","2020-06-03","Africa",5948.14285714286,692591.901684982,162600,91723471.9573595,55868020.1597532,129000837.962671
"16140","2020-06-03","Europe",15610.1428571429,27161.0907975481,1993142,56809496.4134083,46220649.3284086,67993270.2890195
"16145","2020-06-03","Oceania",9.80952380952381,1002.77605129299,8770,1983154.17493566,1428073.60501619,3042648.05101886
"16314","2020-06-04","Americas",65888.7142857143,201450.92528447,3184584,74138290.8173629,61947234.6116823,86474734.174704
"16315","2020-06-04","Asia",31400.619047619,1313443.66956834,1264047,277485570.818973,192068807.422888,368406658.23065
"16316","2020-06-04","Africa",6179,678726.917680078,169715,92410371.1095862,56721329.9784433,129443978.769454
"16317","2020-06-04","Europe",15609.9523809524,26640.623439296,2008686,56833683.3065593,46254550.5252124,68017040.8743134
"16322","2020-06-04","Oceania",10.5238095238095,1089.40318107761,8777,1983976.23747688,1428759.92888687,3043229.70622017
"16491","2020-06-05","Europe",15580.4285714286,26267.655037197,2025101,56858064.3756411,46288009.0955862,68041071.642952
"16492","2020-06-05","Americas",66448.3809523809,196809.873055731,3258966,74328043.1923883,62109791.2951346,86694424.1040381
"16493","2020-06-05","Asia",32135.6666666667,1279584.80892428,1296928,278754273.762728,193385658.459984,369606237.898464
"16494","2020-06-05","Africa",6444.09523809524,664778.002875563,176847,93080454.7997811,57554618.5259479,129882234.641089
"16500","2020-06-05","Oceania",10.6190476190476,1191.81896868746,8782,1984833.8363627,1429469.29756961,3043886.36279222
"16668","2020-06-06","Americas",67725.2380952381,192498.092120283,3337398,74512258.4031271,62266179.2581891,86909124.0334594
"16669","2020-06-06","Asia",33009.0952380952,1246144.20382386,1331471,279984024.573845,194664452.222942,370765116.484609
"16670","2020-06-06","Africa",6643.57142857143,650830.4137358,183506,93734039.4011549,58367935.6000373,130315696.824232
"16671","2020-06-06","Europe",15566.2380952381,26021.0599043291,2040972,56882714.5828936,46321148.0343465,68065429.4957579
"16676","2020-06-06","Oceania",11.0952380952381,1310.13046630026,8789,1985727.25526345,1430201.93739289,3044618.71228918
"16845","2020-06-07","Americas",68575.6666666667,188568.871690209,3393778,74691427.8300987,62416913.7338062,87119259.1110037
"16846","2020-06-07","Asia",33823.2857142857,1213230.69440796,1366008,281176551.08948,195907143.781642,371885135.073038
"16847","2020-06-07","Africa",6807.42857142857,636849.954187582,189628,94371266.819334,59160469.8863436,130744342.884187
"16848","2020-06-07","Europe",15601.7619047619,25877.4278971893,2055650,56907576.9853751,46354017.6753325,68090066.3721809
"16853","2020-06-07","Oceania",11.6190476190476,1445.16036696909,8795,1986725.68507817,1430956.76243317,3045457.4302224
"17022","2020-06-08","Americas",68843.2380952381,185012.223406424,3443055,74865746.761464,62562212.0468366,87325048.2531819
"17023","2020-06-08","Asia",34545.5238095238,1180971.55417407,1397149,282332788.441283,197114810.922679,372967123.918459
"17024","2020-06-08","Africa",6962.42857142857,622872.477106964,196410,94991920.5716257,59930889.5289628,131168127.353584
"17025","2020-06-08","Europe",15425.8095238095,25814.823706557,2070561,56932734.0140056,46386680.4293204,68115025.1541153
"17030","2020-06-08","Oceania",11.7619047619048,1596.47529788278,8797,1987831.10485094,1431737.46597358,3046404.38722908
"17199","2020-06-09","Americas",70811.1904761905,181884.330489253,3511786,75036564.5703415,62703396.6285601,87528058.8184878
"17200","2020-06-09","Asia",35210.1428571429,1149508.86783558,1431059,283453570.208557,198288248.338581,374011746.590949
"17201","2020-06-09","Africa",7163.04761904762,608866.082910516,202889,95595987.4052954,60677281.8536842,131587428.136082
"17202","2020-06-09","Europe",15385.5238095238,25812.9546270076,2085651,56958210.5276697,46419155.9014632,68140255.4359996
"17207","2020-06-09","Oceania",11.047619047619,1765.9578655001,8804,1989106.62518244,1432547.55817401,3047478.84189184
"17376","2020-06-10","Americas",70938.8571428571,179171.573034754,3587787,75204930.6124724,62841474.8110988,87729444.0467489
"17377","2020-06-10","Asia",35890.0952380952,1118988.22685357,1467505,284539223.558598,199427962.852021,375019213.38621
"17378","2020-06-10","Africa",7399.90476190476,594918.946122765,209405,96184339.9182021,61398287.8588075,132002436.957652
"17379","2020-06-10","Europe",15271.2857142857,25855.4785103972,2100935,56984029.0150366,46451472.5840445,68165749.3761338
"17384","2020-06-10","Oceania",13.1428571428571,1951.46569534918,8815,1990556.9563227,1433391.78938646,3048689.21290726
"17553","2020-06-11","Americas",71318.8095238095,176831.918949775,3664132,75371452.3529066,62976929.461597,87929859.4520796
"17554","2020-06-11","Asia",36388.4761904762,1089504.72178898,1505357,285591676.653968,200535186.35399,375991897.341704
"17555","2020-06-11","Africa",7594.71428571429,581066.379331048,216800,96757231.0541036,62094258.2613521,132412890.444573
"17556","2020-06-11","Europe",15190.619047619,25934.6593759723,2117071,57010193.2732739,46483652.2956728,68191508.5349259
"17561","2020-06-11","Oceania",13.3809523809524,2154.67738259591,8819,1992243.56408762,1434270.47333135,3050053.79797464
"17730","2020-06-12","Americas",72626.2857142857,174860.885457487,3735304,75536581.35058,63110348.8312014,88129751.3582824
"17731","2020-06-12","Asia",36977.7619047619,1061737.02880875,1538090,286617913.021829,201611880.821893,376941550.439828
"17732","2020-06-12","Africa",7751.57142857143,567299.057744868,224844,97314300.6747343,62763947.6299351,132818912.692512
"17733","2020-06-12","Europe",15156.3333333333,26027.5492569364,2133869,57036658.4562753,46515665.8984239,68217432.3749739
"17738","2020-06-12","Oceania",13.4761904761905,2373.51041790079,8824,1994184.10846014,1435201.16090137,3051596.32886398
"17907","2020-06-13","Americas",73903.6190476191,173247.318079702,3808216,75700575.6481775,63241825.8751448,88329297.0171594
"17908","2020-06-13","Asia",37530.4761904762,1035768.54997741,1577028,287618916.181598,202659144.157935,377868967.970109
"17909","2020-06-13","Africa",7954.90476190476,553713.795618144,232924,97857331.8565828,63409473.2191108,133220793.374104
"17910","2020-06-13","Europe",15161.8095238095,26123.9402421433,2149437,57063370.4489704,46547453.0397235,68243445.2055061
"17915","2020-06-13","Oceania",14.5238095238095,2608.48364642057,8850,1996398.65747917,1436200.57759518,3053300.76685931
"18084","2020-06-14","Americas",75665.7619047619,172008.511159937,3872795,75864093.9477901,63371917.7751864,88529318.7171107
"18085","2020-06-14","Asia",38022,1011665.96698553,1621918,288595800.674856,203678726.700984,378775567.98688
"18086","2020-06-14","Africa",8246.71428571429,540367.740863532,241776,98387609.3672184,64033319.4845523,133617892.594265
"18087","2020-06-14","Europe",15155.4761904762,26219.8539336331,2164047,57090272.8823627,46579015.9380606,68269546.6825222
"18092","2020-06-14","Oceania",15.952380952381,2863.20614753033,8865,1998908.28349328,1437286.03810397,3055174.98971408
"18261","2020-06-15","Americas",77358.0952380952,171088.547943405,3931307,76027361.7751205,63500829.0557178,88729988.933408
"18262","2020-06-15","Asia",38585.7142857143,989411.12357382,1659151,289549148.563416,204671868.444676,379661468.299363
"18263","2020-06-15","Africa",8481.47619047619,527295.722242748,251399,98905737.8637145,64636715.241102,134010224.666977
"18264","2020-06-15","Europe",15102.2857142857,26309.2696465389,2177967,57117336.4609841,46610295.9201787,68295889.6848819
"18269","2020-06-15","Oceania",17.4285714285714,3138.72859451277,8879,2001744.06267337,1438482.57502663,3057255.62173543
"18438","2020-06-16","Americas",79393.5238095238,170450.423762453,4011232,76191277.245264,63629372.4813969,88932354.5822039
"18439","2020-06-16","Asia",39215.4761904762,968998.651845032,1697636,290481009.878401,205639927.005301,380528797.709879
"18440","2020-06-16","Africa",8701.61904761905,514636.762092783,259102,99412897.9639182,65222173.2814028,134398234.873918
"18441","2020-06-16","Europe",15043.7619047619,26383.1668919006,2193278,57144539.9133973,46641271.1445989,68322548.7735702
"18446","2020-06-16","Oceania",17.6190476190476,3435.4496906282,8902,2004913.68363087,1439796.34113548,3059551.88028511
"18615","2020-06-17","Europe",14925.4761904762,26436.2708000236,2208978,57171845.924803,46671908.9408597,68349532.2746187
"18616","2020-06-17","Americas",80732.0952380952,170105.120421547,4087437,76356791.4749957,63758197.7629748,89137357.5446241
"18617","2020-06-17","Asia",39771.8095238095,950380.095333642,1738634,291393651.563541,206584718.64995,381381104.006369
"18618","2020-06-17","Africa",8956.38095238095,502394.083810004,267809,99908483.4099897,65789010.9938492,134781387.325997
"18624","2020-06-17","Oceania",21.5238095238095,3754.32704215203,8924,2008435.26382321,1441241.65128069,3062085.19150547
"18792","2020-06-18","Americas",82473.9523809524,170012.70715018,4161404,76523845.0280842,63887194.7541323,89344831.2084713
"18793","2020-06-18","Asia",40353.0952380952,933466.082127895,1779639,292288867.121649,207507425.77845,382220985.773685
"18794","2020-06-18","Africa",9169.14285714286,490604.848508118,275783,100392858.47136,66338186.7970273,135159961.537132
"18795","2020-06-18","Europe",14799.8571428571,26470.3302825271,2225520,57199189.6629541,46702136.8112532,68376750.1888224
"18800","2020-06-18","Oceania",25.047619047619,4090.49071659776,8942,2012296.69442085,1442867.73176745,3064907.42105444
"18969","2020-06-19","Americas",84234.7142857143,170160.1455214,4272528,76692697.8878036,64016536.7686192,89554941.1661956
"18970","2020-06-19","Asia",40974.0476190476,918188.426838957,1822417,293168245.982985,208409357.80211,383050116.988254
"18971","2020-06-19","Africa",9372,479311.187583849,285905,100865989.655918,66869901.3304158,135533893.090645
"18972","2020-06-19","Europe",14707,26480.9085307678,2241179,57226504.0246302,46731861.9497936,68404117.7197505
"18977","2020-06-19","Oceania",28.2857142857143,4442.89961665569,8946,2016541.9345822,1444708.60368577,3068072.94986281
"19146","2020-06-20","Americas",85833.7619047619,170468.926231721,4362192,76863050.0487027,64145757.2593538,89767413.4614537
"19147","2020-06-20","Asia",41569.7142857143,904545.880392429,1864342,294033668.820677,209292257.539182,383870648.44916
"19148","2020-06-20","Africa",9614.14285714286,468526.103589453,297103,101327834.415846,67384518.7424926,135902636.348893
"19149","2020-06-20","Europe",14583.6666666667,26465.4066229576,2255382,57253701.6910916,46761028.8767079,68431486.1983442
"19154","2020-06-20","Oceania",32.0476190476191,4805.95866487297,8998,2021130.57040434,1446789.4638862,3071587.5592111
"19323","2020-06-21","Americas",88090.9523809524,170876.261528989,4428484,77034516.6009856,64274517.7223577,89981788.3359323
"19324","2020-06-21","Asia",42999.9523809524,892523.751881588,1904011,294886971.833296,210157466.175218,384684717.958811
"19325","2020-06-21","Africa",9942.66666666667,458240.60308335,306381,101778605.786805,67882740.5103062,136266384.417122
"19326","2020-06-21","Europe",14462,26423.5594579155,2268260,57280748.8303354,46789581.0195859,68458735.650625
"19331","2020-06-21","Oceania",35.4761904761905,5181.32329746207,9013,2026106.08841513,1449148.82964317,3075499.94471754
"19500","2020-06-22","Americas",90607.6666666667,171343.440065532,4503025,77206994.8133321,64403172.3320556,90197851.5006745
"19501","2020-06-22","Asia",43572.7619047619,881992.8529948,1944351,295735337.910855,211007610.100836,385504160.750988
"19502","2020-06-22","Africa",10262.9047619048,448464.665553048,315370,102219031.521087,68365423.8261145,136625946.406229
"19503","2020-06-22","Europe",14329.1904761905,26357.3355778399,2281892,57307504.781751,46817477.0833668,68485671.8838628
"19508","2020-06-22","Oceania",38.3809523809524,5571.7498199056,9034,2031436.68725255,1451809.95497627,3079824.38787725
"19677","2020-06-23","Americas",93082.4285714286,171841.198004059,4601251,77380570.3875663,64532088.7908006,90415858.5289418
"19678","2020-06-23","Asia",44417.7142857143,872302.485166913,1986527,296580170.022535,211844104.411117,386330318.1541
"19679","2020-06-23","Africa",10600.4761904762,439190.217292797,324514,102649802.408824,68834466.511985,136981596.989228
"19680","2020-06-23","Europe",14185.6666666667,26271.6054326225,2296600,57333931.1039937,46844722.350462,68512304.0425362
"19685","2020-06-23","Oceania",47.3809523809524,5978.47963207216,9064,2037137.34570106,1454784.07170662,3084579.36174393
"19854","2020-06-24","Americas",94919.4285714286,172341.325746646,4702401,77555431.4529144,64661418.4896614,90636013.8689308
"19855","2020-06-24","Asia",45114,863388.099323908,2030231,297422588.30148,212668278.923541,387164681.349162
"19856","2020-06-24","Africa",10959.0952380952,430318.921515808,335781,103071194.515494,69290192.1825753,137333686.351242
"19857","2020-06-24","Europe",14032.0952380952,26170.3809096029,2311407,57360113.3460146,46871427.0051656,68538801.1279764
"19862","2020-06-24","Oceania",55,6400.01152195035,9105,2043281.5040338,1458136.22208931,3089846.69949531
"20031","2020-06-25","Americas",96648.9523809524,172794.589967317,4809104,77731150.3241744,64790906.4860356,90857733.7342706
"20032","2020-06-25","Asia",45625.3333333333,855204.998323642,2074347,298263204.414023,213480668.63749,388007893.545012
"20033","2020-06-25","Africa",11183.380952381,421814.82696585,347826,103483581.276684,69733501.6622538,137682318.045684
"20034","2020-06-25","Europe",13888.619047619,26053.8454069424,2325834,57386177.9691366,46897695.0072534,68565272.961567
"20039","2020-06-25","Oceania",61.0476190476191,6837.43057624867,9143,2049889.53796165,1461884.48536084,3095649.31465205
"20208","2020-06-26","Americas",98046.2857142857,173186.38722223,4926230,77907502.0913998,64920389.3066401,91080626.8267935
"20209","2020-06-26","Asia",46221.6666666667,847784.762807931,2120453,299103245.451474,214282259.087933,388861350.831008
"20210","2020-06-26","Africa",11384.380952381,413682.079242941,359581,103887826.80373,70165331.9120059,138028294.029395
"20211","2020-06-26","Europe",13858.0476190476,25924.3346717964,2341020,57412110.880371,46923556.7159326,68591697.6921569
"20216","2020-06-26","Oceania",68.7619047619048,7300.63335822974,9152,2056978.27986589,1466043.52603742,3102006.44861565
"20385","2020-06-27","Americas",100466.80952381,173474.000354726,5032772,78084465.9319796,65049973.831584,91304577.8585411
"20386","2020-06-27","Asia",46764.9047619048,840972.078141922,2166679,299942006.575851,215073334.182897,389723718.088036
"20387","2020-06-27","Africa",11848.5238095238,405884.825116737,371590,104284315.161165,70585818.1469651,138371881.526263
"20388","2020-06-27","Europe",13684.5238095238,25782.8916861415,2354407,57437876.2696941,46948959.4750082,68618003.6046177
"20393","2020-06-27","Oceania",73.9523809523809,7792.25432661568,9241,2064568.12314864,1470628.51352901,3108943.23119131
"20562","2020-06-28","Americas",103000.238095238,173587.283299526,5125731,78261694.6802525,65179493.465062,91529149.6760368
"20563","2020-06-28","Asia",47360.4761904762,834677.046011383,2213423,300779338.814165,215854318.274183,390593832.768803
"20564","2020-06-28","Africa",12134.380952381,398477.320587158,382180,104673968.638005,70996583.3460916,138713679.122353
"20565","2020-06-28","Europe",13562.0952380952,25631.7418288918,2366447,57463453.9213082,46973874.4866486,68644117.1529513
"20570","2020-06-28","Oceania",81.1428571428571,8310.79694431024,9321,2072625.99012672,1475672.74321754,3116486.25539705
"20739","2020-06-29","Americas",105958.380952381,173522.295232009,5211984,78439109.8174134,65308863.1956015,91754263.1995594
"20740","2020-06-29","Asia",48142.7142857143,828849.229052532,2257604,301614745.404901,216625299.636929,391470617.514475
"20741","2020-06-29","Africa",12668.9047619048,391445.246758551,393222,105057455.510887,71398309.2345099,139053869.567464
"20742","2020-06-29","Europe",13433.0952380952,25479.151173251,2379408,57488833.0931517,46998335.8568713,68670112.9274476
"20747","2020-06-29","Oceania",95.7619047619048,8857.4649076532,9391,2081131.99680071,1481163.1754374,3124609.27431111
"20916","2020-06-30","Americas",107498.142857143,173256.822133765,5314295,78616412.0212077,65437789.3678031,91979443.5755163
"20917","2020-06-30","Asia",48764.3333333333,823451.11419428,2304023,302449033.696798,217386963.529946,392355024.297156
"20918","2020-06-30","Africa",13025.2857142857,384796.266509209,404786,105435035.580674,71791675.8643133,139392076.557711
"20919","2020-06-30","Europe",13359.5714285714,25330.0977575229,2391908,57513984.0667518,47022401.8532621,68696015.5436215
"20924","2020-06-30","Oceania",104.142857142857,9433.53602004578,9477,2090031.75714477,1487107.18799761,3133304.89589581
"21093","2020-07-01","Americas",109324.142857143,172796.741454259,5437697,78793332.1045812,65565975.6290206,92204429.8968761
